Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Reves;Rally Outcome;Rest Time;Tipo de recepcion;Barrido Fuerte;Match Duration
Lo Sin Yan Happy;"-6;1 (1)";10;13;2;532400;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Unforced Ania Setien;;;;
Ania Setien;Rest Time (10);10;;;535000;14400;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (11);11;;;549400;12080;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"2;-25 (3)";11;1;6;547400;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Lo Sin Yan Happy;Forehand short service;6;Construccion;;;;;;
Ania Setien;"-5;17 (1)";11;2;2;548800;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;2;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-14;-55 (2)";11;3;12;548800;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Defence;;;;;;
Ania Setien;"-13;55 (1)";11;4;9;549880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-13;-55 (1)";11;5;12;549880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"10;16 (1)";11;6;4;549880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"9;-9 (1)";11;7;1;552880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"12;13 (1)";11;8;4;552880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"12;-10 (1)";11;9;1;552880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"13;12 (1)";11;10;4;552880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"-14;-55 (3)";11;11;12;556520;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Attack;;;;;;
Ania Setien;"-14;37 (1)";11;12;5;557520;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;5;;;;Defence;;;;;;
Lo Sin Yan Happy;"-14;-53 (1)";11;13;12;557920;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Attack;;;;;;
Ania Setien;"-3;40 (1)";11;14;6;559360;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;;;;Construccion;;Winner Lo Sin Yan Happy;;;;
Ania Setien;Rest Time (11);11;;;561480;21800;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (12);12;;;583280;9120;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"-3;-25 (2)";12;1;7;581280;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Lo Sin Yan Happy;Forehand short service;8;Construccion;;;;;;
Ania Setien;"14;16 (1)";12;2;4;582480;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"15;-54 (1)";12;3;9;582480;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Defence;Reves;;;;;
Ania Setien;"15;55 (1)";12;4;12;583520;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Lo Sin Yan Happy;"10;-56 (1)";12;5;9;583520;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Ania Setien;"13;13 (1)";12;6;4;583520;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"-13;-9 (1)";12;7;4;586920;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Ania Setien;"-15;54 (1)";12;8;9;586920;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Attack;;;;;;
Lo Sin Yan Happy;"-15;-61 (1)";12;9;12;588840;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT LENGTH;;;;Construccion;;Unforced Ania Setien;;;;
Ania Setien;Rest Time (12);12;;;592400;13240;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (13);13;;;605640;1040;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"2;-26 (1)";13;1;6;603640;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Lo Sin Yan Happy;Forehand short service;;Construccion;;;;;;
Ania Setien;"-7;1 (1)";13;2;1;604040;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Unforced Lo Sin Yan Happy;;;;
Ania Setien;Rest Time (13);13;;;606680;13360;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (14);14;;;620040;960;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Ania Setien;"3;25 (3)";14;1;7;618040;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Ania Setien;Backhand short service;;Construccion;;;;;;
Lo Sin Yan Happy;"-7;2 (1)";14;2;1;618440;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Unforced Ania Setien;;;;
Lo Sin Yan Happy;Rest Time (14);14;;;621000;13400;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Lo Sin Yan Happy;Rally Time (15);15;;;634400;19320;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"-2;-25 (2)";15;1;7;632400;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Lo Sin Yan Happy;Forehand long service;10;Construccion;;;;;;
Ania Setien;"10;54 (3)";15;2;12;634360;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Attack;;;;;;
Lo Sin Yan Happy;"-3;-35 (3)";15;3;7;634920;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;;;;Defence;;;;;;
Ania Setien;"9;54 (1)";15;4;12;635480;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Attack;;;;;;
Lo Sin Yan Happy;"-3;-39 (1)";15;5;7;636640;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;;;;Defence;;;;;;
Ania Setien;"12;11 (1)";15;6;4;637240;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-14;-54 (3)";15;7;12;637240;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Attack;;;;;;
Ania Setien;"-3;40 (2)";15;8;6;639280;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;;;;Defence;;;;;;
Lo Sin Yan Happy;"-4;-10 (1)";15;9;3;639760;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;3;;;;Construccion;;;;;;
Ania Setien;"-14;11 (1)";15;10;1;639760;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Lo Sin Yan Happy;"11;-54 (1)";15;11;9;641560;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Defence;;;;;;
Ania Setien;"12;54 (1)";15;12;12;642880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Lo Sin Yan Happy;"3;-35 (1)";15;13;6;642880;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;;;;Defence;;;;;;
Ania Setien;"-14;10 (1)";15;14;1;644640;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-14;-9 (1)";15;15;4;644640;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Ania Setien;"-14;55 (3)";15;16;9;647280;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-15;-55 (2)";15;17;12;647280;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"-14;13 (1)";15;18;1;647280;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-21;-52 (1)";15;19;Out;647280;5000;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT SIDE;;;;Construccion;;Unforced Ania Setien;;;;
Ania Setien;Rest Time (15);15;;;653720;56880;5;ESP;HGK;Before;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (16);16;;;710600;6400;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"2;-25 (4)";16;1;6;708600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Lo Sin Yan Happy;Forehand long service;9;Construccion;;;;;;
Ania Setien;"-3;54 (1)";16;2;10;711000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;10;;;;Attack;;;;;;
Lo Sin Yan Happy;"2;-37 (1)";16;3;6;711640;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;;;;Defence;;;;;;
Ania Setien;"-13;12 (1)";16;4;1;711640;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Lo Sin Yan Happy;"13;-54 (2)";16;5;9;711640;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Attack;;;;;;
Ania Setien;"11;36 (1)";16;6;8;713840;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;8;;;;Defence;;;;;;
Lo Sin Yan Happy;"-2;1 (1)";16;7;2;714360;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Error Ania Setien;;;;
Ania Setien;Rest Time (16);16;;;717000;14000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (17);17;;;731000;5920;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"-2;-27 (1)";17;1;7;729000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Lo Sin Yan Happy;Forehand long service;11;Construccion;;;;;;
Ania Setien;"13;55 (2)";17;2;12;730400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-11;-16 (1)";17;3;4;730400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Ania Setien;"-15;54 (2)";17;4;9;730400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Defence;;;;;;
Lo Sin Yan Happy;"-14;-55 (4)";17;5;12;733040;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"10;17 (2)";17;6;4;733040;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;Winner Lo Sin Yan Happy;;;;
Ania Setien;Rest Time (17);17;;;736920;11760;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (18);18;;;748680;5240;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"2;-26 (2)";18;1;6;746680;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Lo Sin Yan Happy;Forehand long service;10;Construccion;;;;;;
Ania Setien;"-11;57 (1)";18;2;9;748720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-15;-55 (3)";18;3;12;748720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Defence;;;;;;
Ania Setien;"-14;62 (1)";18;4;9;750440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT LENGTH;;;;Construccion;;Error Lo Sin Yan Happy;;;;
Ania Setien;Rest Time (18);18;;;753920;10760;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (19);19;;;764680;24040;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Ania Setien;"-2;25 (2)";19;1;6;762680;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Ania Setien;Backhand short service;6;Construccion;;;;;;
Lo Sin Yan Happy;"4;-17 (1)";19;2;2;763720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;2;;;;Construccion;;;;;;
Ania Setien;"13;55 (3)";19;3;12;763720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Defence;Reves;;;;;
Lo Sin Yan Happy;"13;-54 (3)";19;4;9;764880;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Attack;;;;;;
Ania Setien;"10;38 (1)";19;5;8;766120;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;8;;;;Defence;;;;;;
Lo Sin Yan Happy;"11;-15 (1)";19;6;1;766640;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"13;9 (1)";19;7;4;766640;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"11;-7 (1)";19;8;1;768440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Ania Setien;"10;5 (1)";19;9;4;770360;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"11;-7 (2)";19;10;1;770360;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Ania Setien;"13;54 (1)";19;11;12;772040;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Attack;;;;;;
Lo Sin Yan Happy;"12;-40 (1)";19;12;5;773280;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;5;;;;Defence;;;;;;
Ania Setien;"-10;14 (1)";19;13;1;774000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Lo Sin Yan Happy;"13;-55 (1)";19;14;9;774000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Ania Setien;"-15;54 (3)";19;15;9;774000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-3;-17 (1)";19;16;3;774000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;3;;;;Construccion;;;;;;
Ania Setien;"-15;12 (1)";19;17;1;774000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Lo Sin Yan Happy;"3;-56 (1)";19;18;10;779440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;10;;;;Construccion;;;;;;
